Phenotype ID,Phenotype Parent ID,Display Name,Association Name,Description (Definition),Phenotype Data Type,Age,Sex Specific
9020,9000,Cardiovascular Diseases Mortality,NULL,NULL,NULL,NULL,NULL
9030,9020,All Cardiovascular Disease Mortality,f_death_cardiovascular,"These participants died from a cardiovascular disease. Mortality status through 2015. ICD-9 death code: 390-398, 401, 402, 404, 405, 410-414, 421, 424.9, 425, 426-427, 427.5, 428, 429.2, 430-434, 436-438, 440-448 – includes deaths from Ischemic Heart Disease, Cerebrovascular Disease, Rheumatic Heart Disease, Hypertensive Heart Disease, Peripheral Arterial Disease, Heart Failure, Cardiac Arrest, Arrhythmia, and Endocarditis",binary,mortality_exitage,NULL
9040,9020,Ischemic Heart Disease Mortality,f_death_ischemic,"These participants died from ischemic heart disease. Mortality status through 2015. ICD-9 death code: 410-414, 429.2",binary,mortality_exitage,NULL
9050,9020,Cerebrovascular Disease Mortality ,f_death_cerebrovascular,"These participants died from cerebrovascular disease. Mortality status through 2015. ICD-9 death code: 430-434, 436-438",binary,mortality_exitage,NULL
9060,9020,Rheumatic Heart Disease Mortality ,f_death_rheumatic,These participants died from rheumatic heart disease. Mortality status through 2015. ICD-9 death code: 390-398,binary,mortality_exitage,NULL
9070,9020,Hypertensive Heart Disease Mortality ,f_death_hypertensive,"These participants died from hypertensive heart disease. Mortality status through 2015. ICD-9 death code:401, 402, 404, 405",binary,mortality_exitage,NULL
9080,9020,Peripheral Arterial Disease Mortality ,f_death_peripheral,These participants died from peripheral arterial disease. Mortality status through 2015. ICD-9 death code: 440-448,binary,mortality_exitage,NULL
9090,9020,Heart Failure Mortality ,f_death_heart,"These participants died from heart failure. Mortality status through 2015. ICD-9 death code: 425, 428",binary,mortality_exitage,NULL
9100,9020,Cardiac Arrest Mortality ,f_death_cardiac,These participants died from cardiac arrest. Mortality status through 2015. ICD-9 death code: 427.5,binary,mortality_exitage,NULL
9110,9020,Arrhythmia Mortality ,f_death_arrhythmia,These participants died from arrhythmia. Mortality status through 2015. ICD-9 death code: 426-427,binary,mortality_exitage,NULL
9120,9020,Endocarditis Mortality ,f_death_endocarditis,"These participants died from endocarditis. Mortality status through 2015. ICD-9 death code: 421, 424.9",binary,mortality_exitage,NULL
9130,9000,Cancer Mortality ,f_death_cancer,These particpants died from cancer. Mortality status through 2015. ICD-9 death code: 140-208,binary,mortality_exitage,NULL
9140,9000,Chronic Lower Respiratory Disease Mortality ,f_death_chronicresp,"These participants died from chronic lower respiratory disease. Mortality status through 2015. ICD-9 death code: 490-494, 496",binary,mortality_exitage,NULL
9150,9000,Alzheimer’s Disease Mortality ,f_death_alzheimers,These participants died from alzheimer’s disease. Mortality status through 2015. ICD-9 death code: 331.0,binary,mortality_exitage,NULL
9160,9000,Diabetes Mellitus Mortality ,f_death_diabetes,These participants died from diabetes mellitus.  Mortality status through 2015.  ICD-9 death code: 250,binary,mortality_exitage,NULL
9170,9000,"Nephritis, Nephrotic Syndrome and Nephrosis Mortality ",f_death_nephritis,"These particpants died from nephritis, nephrotic syndrome, or nephrosis. Mortality status through 2015. ICD-9 death code: 580-589",binary,mortality_exitage,NULL
9180,9000,Chronic Liver Disease and Cirrhosis Mortality ,f_death_chronicliver,These particpants died from chronic liver disease or cirrhosis. Mortality status through 2015. ICD-9 death code: 571,binary,mortality_exitage,NULL
9190,9000,Parkinson’s Disease Mortality ,f_death_parkinsons,These particpants died from parkinson's disease. Mortality status through 2015. ICD-9 death code: 332,binary,mortality_exitage,NULL
1000,NULL,Biochemical Measurements,NULL,NULL,NULL,NULL,NULL
1010,1000,"CA-125 Level, First Screen",first_ca125_level,"CA-125 Level, first screen is restricted to participants in the screening arm.",continuous,bq_age_co,female
1020,1000,"PSA Level, First Screen",first_psa_level,"PSA Level, first screen is restricted to participants in the screening arm.",continuous,bq_age_co,male
1100,5000,Opiate Use,NULL,NULL,NULL,NULL,NULL
1101,1100,Any use of opiates,any_use,indicates if they had any use of opiates,binary,bq_age_co,NULL
1102,1100,Chronic use of opiates,chronic,Indicates if they had chronic use of opiates,binary,bq_age_co,NULL
1103,1100,Months of Part D coverage,part_d_mos,Months of Part D coverage for opiates use,continuous,bq_age_co,NULL
1104,1100,Years of Part D coverage,part_d_yrs,Years of Part D coverage for opiates use,continuous,bq_age_co,NULL
